"","id","name","latitude","longitude","category"
"11906","66F5Blx2YV91Kv945x9vvw","McDonald's",0.410147,-79.990825,"Burgers, Fast Food, Restaurants"
"10570","VeuEGNEyfgr54_8Zuzv5Qw","Coal Hill Steakhouse at Grandview Saloon",0.4381226,-80.0185522,"Steakhouses, Restaurants"
"10816","kGhwcN6hgxeJEZtNrKJnpg","Bigham Tavern",0.432386,-80.015066,"Bars, Pubs, Nightlife, American (New), Chicken Wings, Restaurants"
"12403","Ya0oNqP8mzPU5HwMdgf5zQ","Le Mont",0.4376961,-80.0176808,"American (Traditional), Restaurants"
"12460","b-VLJb2e35qdhJmmbbZ36g","Bella Vista",0.438047,-80.01828,"Restaurants, Italian"
"12468","T50eTHtbkYMXeFDmVZyKEw","Cafe Cravings",0.4318322,-80.0155567,"Cafes, Sandwiches, Restaurants"
"12486","MyGH3O8q053OoJm5JikCRg","Packs & Dogs",0.4299592,-80.0073219,"Bars, Hot Dogs, Nightlife, Restaurants"
"12400","LGYKzYcdngZHGURIpA1GYQ","Frank's Pizza & Chicken",0.4612893,-79.9851841,"Pizza, Restaurants, Chicken Wings, Italian"
"12414","tY0K5GOyyluUgkbeiN3UEA","Hook Fish & Chicken",0.4566445,-80.0070379,"Seafood, Chicken Wings, Restaurants"
"12462","evHsFv7BbO-FrAtb7aN8JA","Pittsburgh Fish & Chicken",0.4843068,-80.0359804,"Seafood, Fish & Chips, Chicken Wings, Restaurants"
"12489","jh1Ta5U4fk7OQ3AZVo9ihQ","Cafe At the Lofts",0.4541502,-79.9913697,"Delis, Restaurants"
"12497","e28OcmhM_6xQZ9eSzMyGMA","Bistro To Go",0.4531857,-80.0010393,"American (New), Sandwiches, Salad, Restaurants"
"9868","OpFSTvYREcZZ1ScB250Lbg","Pizza Pronto & Gyro House - Oakland",0.454132,-79.95183,"Food, Food Delivery Services, Restaurants, Sandwiches, Italian"
"10481","XtQgLRofbvrivJyinGZtkQ","Chipotle Mexican Grill",0.4541927,-79.9473993,"Fast Food, Mexican, Restaurants"
"10580","58CWQ1FOtT1ClbREmUb-pg","Bayleaf Indian Cusine",0.4366975,-79.9545605,"Indian, Restaurants"
"10919","xO6G96G_mjTO8lYcOCU5tA","The Doner Kebab House",0.436407,-79.9544839,"Restaurants, Turkish"
"11007","GnhBikki3eNPLa_B2gKVdg","Caf\u00e9 Phipps",0.439198294,-79.94730592,"Vegetarian, Sandwiches, Restaurants"
"11029","bulkC_6uGn5FM0vz3Kt0ZQ","Little Asia",0.44551,-79.9486512,"Sushi Bars, Chinese, Restaurants"
"11266","StOzZjyUVTeh9jpn0JSALw","Maximum Flavor Pizza Shop",0.4448524,-79.9486261,"Pizza, Restaurants"
"11595","fboP8gAvPCdW-bnJmDslSg","AJ's Burger & Peruvian Chicken",0.4414208,-79.9587893,"Peruvian, Burgers, Restaurants"
"11696","uYaWjiNjQKHpLK8wRlE7Xg","T & K's Soul Food Kitchen",0.452039,-79.952326,"Soul Food, Restaurants"
"11711","takv9AY8InjnJR_vqryHGg","Pittsburgh Pretzel Sandwich Shop",0.440661,-79.958699,"Sandwiches, Restaurants"
"11717","tTVe5wrzCVEMPzBNmdgM3A","Pizza Sola",0.4414707,-79.9581266,"Pubs, Bars, Pizza, Nightlife, Restaurants"
"11942","wvtxH9MMblbyab_f0-c4nQ","Schatz Dining Hall",0.4435037,-79.9415706,"Buffets, Restaurants"
"12041","n7tBHCvezCT4YophjHxciA","Burma-Tokyo",0.4390804,-79.9553126,"Burmese, Japanese, Restaurants"
"12401","IkNm4oVZbIZ74kFH7fmahg","Qdoba Mexican Grill",0.4537449,-79.947372,"Mexican, Restaurants"
"NA.1",NA,NA,NA,NA,NA
"12450","CxMB7Ug1WpD7Vve40vMVgQ","Food For Thought Deli",0.4496612,-79.9506322,"Delis, Sandwiches, Restaurants"
"12490","B1RSo17_ObaqySpqsOzIUw","Subway",0.452265,-79.951601,"Fast Food, Sandwiches, Restaurants"
"10323","5Zp_mmBitow3YByKKjC9yg","Cafe On Main",0.4946785,-79.9330792,"Breakfast & Brunch, Restaurants"
"11113","fQjNEXSyiVS892CAUmAtqA","La Cappella",0.488538,-79.885471,"Restaurants, Italian"
"12418","qystjlmQDxc1oPQsYtsj6w","Club Sandwich & Deli",0.4945477,-79.9347661,"Breakfast & Brunch, Sandwiches, Restaurants"
"12425","bMygiwZWA_UzCUCw6C11Iw","Five Guys Burgers and Fries",0.4881157,-79.8854112,"Burgers, Fast Food, American (New), Restaurants"
"12436","KiVpfyWThpqf29pVMso_nA","Cornerstone Restaurant & Bar",0.489579,-79.903291,"Breakfast & Brunch, American (New), Restaurants"
"12499","MTpI2V3O9sOp1WGeFwioDw","Qdoba Mexican Grill",0.486736507,-79.88719105,"Mexican, Restaurants"
"10520","DiHBDaU03zG3ImKp_XodyQ","Pamelas Diner",0.3861321,-80.043715,"Breakfast & Brunch, Diners, Restaurants"
"10753","Pi195u1UJdTnNEsaR2Y7yA","Atrias Restaurant and Tavern",0.393774,-80.046931,"American (New), Restaurants"
"11044","gK7JH1FrLr1lZWRVvY8MmA","Whiskey Hollow Grill",0.3992747,-80.044568,"American (Traditional), Restaurants"
"11062","tiXKCu-ar9NRgHEglDKAUw","Lunardi's Ristorante",0.4052704,-80.0302382,"Restaurants, Italian"
"11514","n3nOq4DudeEVhfaP5rdgDQ","Dormont Dogs",0.3955087,-80.0351502,"Hot Dogs, Restaurants"
"12388","qFY39MzKFQcT6dx56vqb7Q","Subway",0.399287,-80.0445746,"Fast Food, Sandwiches, Restaurants"
"12439","uDJymEBtBrre61KtmvpziQ","Papa John's Pizza",0.3946185,-80.0352986,"Pizza, Restaurants"
"12476","dvjl6OUHD0djaW-PkWwLig","Fredo's Delicatessen",0.396201,-80.035449,"Delis, Sandwiches, Restaurants"
"12483","KmmrH1A46m8K8r_-rwWL0A","Amazing Wok",0.394804,-80.0346427,"Chinese, Restaurants"
"10419","nx89PJYHZErMoZS7uxZrIQ","Chop Sticks",0.4341822,-79.9230114,"Chinese, Restaurants"
"10770","gigNV0IN6uy8DAsLFHurPQ","The Greek Gourmet",0.432671,-79.923474,"Greek, Restaurants"
"11098","m6ur4KCud1YG9V_0dqGCZQ","4 Wood Grille",0.4293912,-79.9223017,"American (Traditional), Restaurants"
"11286","HEZ8O_EvIBLHKgo93IkGTA","PD's Pub",0.4293006,-79.9223497,"Pubs, Bars, American (Traditional), Nightlife, Restaurants"
"11386","H18C9tH4BPHkxan96bkMXQ","Hokkaido Seafood Buffet",0.415471086,-79.92414328,"Sushi Bars, Buffets, Japanese, Restaurants"
"11446","K10SpnV1o3bJNGBOesHtXg","Chopstix",0.4341822,-79.9230114,"Chinese, Restaurants"
"12507","gH9K3VJopFzy2vECjkgGKw","Pizza Bellino",0.4382114,-79.9213674,"Pizza, Restaurants"
"11878","dW8Xdi9L5xYHSGfohg8IdA","The Map Room Grill & Bar",0.432199055,-79.89372119,"Gastropubs, Restaurants"
"12426","0_BIIfLeB9DEG8Tss6bZQQ","Maldini's Taste of Italy",0.4217977,-79.8904336,"Restaurants, Pizza, Italian"
"12495","qp2rCB-qR-07G7oDbGOpOA","Eat 'n Park Restaurants",0.426229975,-79.88811493,"American (Traditional), Restaurants"
"10730","3wvt02K8Q4tZx0OImekCTg","The Terrace Room",0.440513,-79.996777,"Food, Restaurants"
"10823","KdDHF8nFUVvR2pBN5ruGFg","Red Ring",0.4378076,-79.9910732,"American (New), Restaurants"
"11786","9q0T11qr73CgUlLM1amWMA","Bruegger's Bagels",0.4383037,-79.9984294,"Food, Breakfast & Brunch, Bagels, Sandwiches, Restaurants"
"12104","JeZhzeNIfDYPSm9gKvsSPg","Easy Street",0.4380697,-79.9982823,"American (Traditional), Restaurants"
"12404","YkH9cCFCvpgeCZq0GkcvAg","Storms Restaurant & Catering",0.4383037,-79.9984294,"Restaurants, Italian, Event Planning & Services, Caterers"
"12443","uczYKIPMxqkGLIBynp7Kwg","Island Cafe",0.433730344,-80.00460799,"Breakfast & Brunch, Sandwiches, Restaurants"
"12447","yTWHLVgsvOFJ6kymn7yNog","The Salad Cafe",0.445574555,-79.97952397,"Cafes, Restaurants"
"12463","NQ079oIXNiSAIkrjc5Avew","Yimmy's Deli",0.442483,-79.996695,"Delis, Restaurants"
"12464","XRLPalwuNwc3ROsYkmWpbA","Qdoba Mexican Grill",0.4410931,-79.9960088,"Mexican, Restaurants"
"12470","lgnnZL0Cp6_q1Xx_4a0gpA","McDonald's",0.4402358,-79.9985455,"Burgers, Fast Food, Restaurants"
"12480","TDNiPnxtXA4i5W2kj5zeTg","Buon Giorno Cafe",0.4369172,-80.0006523,"Food, Coffee & Tea, Restaurants, Italian"
"12481","W0YoIQCjKGcEuAxjl2u8Ng","Sushi & Rolls",0.4380697,-79.9982823,"Sushi Bars, Restaurants"
"10541","2jeEgmAXqxuHXw0K0kpBWA","The Original Pancake House",0.391166505,-80.07381965,"Breakfast & Brunch, Restaurants"
"11529","jplGMzlErHf985akNin92g","DeBlasio's Restaurant",0.392484,-80.065824,"Restaurants, Italian"
"11907","gUT2SESEp7nV6kDYipHZeA","Giant Eagle",0.4224571,-80.0355884,"Food, Sandwiches, Grocery, Delis, Restaurants"
"12431","5ZuMxdlRbvqLooR8qZxnKw","The Cozy Cafe",0.4416303,-80.0330321,"Breakfast & Brunch, Restaurants"
"12467","KiIMCRHWhe-Db4z20L96_g","Il Burloni La Pizza E Cucina",0.3906976,-80.070806,"Restaurants, Italian"
"12485","OKXu4LREh5xsUGxLVf5RRw","Eat'n Park Restaurant",0.4167567,-80.0303278,"American (Traditional), American (New), Restaurants"
"11598","5a0mAU5sGrR174mEghnOCw","Calli's",0.4396663,-79.8973664,"American (Traditional), Restaurants"
"12488","3x3mBlMlfwFOVJtt2tr9gQ","Popeyes",0.4449266,-79.887035,"Fast Food, Southern, Chicken Wings, Restaurants"
"12491","I_LlnAQe7jGwO9rfjaDdLg","Peppi's",0.4470389,-79.893966,"Sandwiches, Restaurants"
"9887","pQHk7IZs74fcvoby1VqIRA","Cafe On The Strip",0.4505107,-79.9843677,"Diners, Restaurants"
"10423","Zd4ahFQYdVAXh4d9HO_xVA","Crystal On Penn",0.446124,-79.9922519,"Mediterranean, Restaurants"
"10545","nVyL22lcEZoUNoAMgfKOyQ","Caf\u00e9 Raymond",0.4517538,-79.9830149,"Cafes, Restaurants"
"10595","LMD-f6FMz8lF8QeSlie5kQ","S&D Polish Deli",0.4523578,-79.9820206,"Food, Polish, Specialty Food, Ethnic Food, Restaurants"
"10685","XY3aIm-0PZMXXkVKECD7uw","Penn Ave Fish Company",0.452314,-79.9818084,"Food, Seafood, Sushi Bars, Seafood Markets, Specialty Food, Restaurants"
"10757","mDOBApO3-M2024kWjhMNDg","Indian Spices",0.443358,-80.002168,"Indian, Restaurants"
"10951","QA5MXQyDraHs4K2CoWVcRQ","Fadz Sandwich Shop",0.442413,-79.997313,"Sandwiches, Restaurants"
"11027","FFaj1zup_tz_XddqzMwJ1A","Melange",0.443036,-80.002605,"American (New), Restaurants"
"11061","2ChkhRUwGbneeCzaWCaJxg","Pita Pit",0.4390325,-79.9994704,"Greek, Restaurants"
"11065","RCo2xqW-7PU-gu4yaiSI3Q","Courthouse Tavern",0.439886,-80.0004154,"Burgers, Restaurants"
"11148","6BkbwY0j33py_XmzvmnfXw","Istanbul Grille",0.4423622,-80.0002018,"Restaurants, Middle Eastern, Turkish"
"11331","SxWpUJPBKpDwnt8DbVgVwQ","Bella Notte",0.4508375,-79.9839077,"Italian, Pizza, Restaurants"
"11366","FFX46wxMJBmlWdOxgLTdmg","Palazzo Ristorante",0.4429302,-80.0023696,"Restaurants, Italian"
"11367","93r7y20-xLWIAqIIYMtlDg","Vocelli Pizza",0.442327,-80.002868,"Pizza, Restaurants"
"11397","T_CUh42Rb1IIvTvIViDyLQ","Moe's Southwest Grill",0.4404209,-80.0020411,"Mexican, Tex-Mex, Restaurants"
"11428","2EEmhVhG5SCt8dEo5zf-Hg","",0.449453,-79.98692,"Vietnamese, Restaurants"
"11508","w-RzHsvV05yT2K-JC8DJUA","Fernando's Cafe",0.4436254,-79.9957164,"Sandwiches, Restaurants"
"11538","9r4gq8LVewal0uTnLiS1zQ","Mexico City",0.43978,-80.001441,"Mexican, Restaurants"
"11586","d7M30BsQj_oT2howDyo0ew","Subway",0.4440334,-79.9970421,"Fast Food, Sandwiches, Restaurants"
"12330","7xNe2WZAQUGMp1_CxGVKnQ","Las Velas",0.440938,-80.0021617,"Mexican, Restaurants"
"12389","2zcGwt0ApFMZhD2TH_voGw","Keystone Cafe & Deli",0.441779183,-79.99832727,"Delis, Cafes, Restaurants"
"12390","8Uwii38FoomPrXJhg6Hx5Q","India Palace Cuisine",0.4440267,-80.0027274,"Indian, Restaurants"
"12393","ovIUSeYR4kncxyv86D6QPA","Sammy's Famous Corned Beef",0.4430495,-79.9979345,"Sandwiches, Restaurants"
"12402","LZkG-y1_OdyKAajJJI8uBg","Fat Tommy's Pizzeria",0.4410274,-80.003365,"Pizza, Restaurants"
"12407","WiwOKFjI4XxorVGH9u4I1A","George Aiken",0.4404066,-80.0019004,"Sandwiches, Restaurants"
"12416","P4Or3as2jJGwyBXIZ_gxBA","Jimmy John's",0.4413753,-80.0032781,"Delis, Sandwiches, Restaurants"
"12421","SSwlpHYGEqxR3Wzy1E93PA","Cuzamil",0.441237,-80.003478,"Mexican, Restaurants"
"12423","LYWsIy_g_pLA32Iaze-eeg","Au Bon Pain",0.4423373,-80.0007482,"Bakeries, Food, Cafes, Restaurants"
"12430","XQ6DJ9TNDYNjm2BxjqRQWw","Qdoba Mexican Grill",0.4425488,-79.9990058,"Mexican, Restaurants"
"12433","wluhsOjt03CgORropJKQoA","Subway",0.439597,-80.00141,"Fast Food, Sandwiches, Restaurants"
"12441","0sGhloiZf62hF_OTaahS1A","Two Louie's Market",0.446426,-79.991771,"Sandwiches, Restaurants"
"12442","slc44MJu58XNJdUa3B6dZg","Bella Sera Urban Trattoria",0.4411853,-80.0026939,"Restaurants, Italian"
"12449","I34mPToWNbOedyvIyZ5imQ","Domino's Pizza",0.441648,-79.999432,"Sandwiches, Pizza, Chicken Wings, Restaurants"
"12451","h5cvE8TClzDrrlg88gD97Q","McCormick & Schmick's",0.4407839,-79.9996681,"Seafood, Restaurants"
"12456","Za0bV7GjMDbcc4nZY6K3HQ","Bruegger's Bagels",0.438151,-80.0042484,"Food, Sandwiches, Bagels, Breakfast & Brunch, Restaurants"
"12465","l9FkF83RcVQQ8CT4FWIOiA","Cherries Diner",0.4404532,-80.0020133,"Breakfast & Brunch, Diners, Restaurants"
"12510","5reb2cEaziuyHOpnbh1XtA","Braddock's Pittsburgh Brasserie",0.443821,-80.002241,"American (New), Restaurants"
"12461","3aR6QgHT4AFMsNG9e4T4xA","Hong Kong Taste",0.4967675,-79.9438905,"Chinese, Restaurants"
"10781","Jo2Oodau9nuha0hLdc_zAA","Sausalido",0.462513,-79.950005,"Modern European, American (New), Restaurants"
"11093","TJWGch9lFlQ2gkKGgGGkEA","Liberty Avenue Deli",0.4628414,-79.9552981,"Delis, Restaurants"
"12432","FSZHwYbRb5iTnGUzQvDWwg","GM Dog N' Burger Shoope",0.4601862,-79.9463367,"Burgers, Breakfast & Brunch, Hot Dogs, Restaurants"
"12448","fedVnSMYM7bKs5YHD6Ykvg","Tokyo Japanese Steak House",0.464139,-79.9530141,"Korean, Japanese, Restaurants"
"11368","P81VJGvr3WEsgQHY2z2CuA","Krazy Brothers Pizza N Pasta",0.3979659,-80.026,"Italian, Pizza, Restaurants"
"11689","WNGyIejOcpJpNgxqWPDwHA","Antonio's Pizzeria",0.393633,-80.0201337,"Pizza, Restaurants"
"12406","CW63D7wq5s1sxAEfaNhW9A","Hank's Hotdogs Too",0.3928423,-80.0183817,"Burgers, Hot Dogs, Restaurants"
"12452","sFxTS1_APzl9GCnn0E1LiA","Tisha's Sunny Farms",0.395183563,-80.02251434,"Diners, Restaurants"
"12493","nilhvDCyVBuv7gnNkPWZQg","Brookline Pub",0.3939875,-80.0206239,"Pubs, Bars, American (Traditional), Nightlife, Restaurants"
"12494","9kdUXcx-0d93fEBqp4kcpg","Mateo's Cucina Italiana",0.3941874,-80.0211363,"Restaurants, Italian"
"12505","QR_Nmup1tRj1WwooAKePbg","Las Palmas Carniceria",0.394595,-80.021685,"Mexican, Restaurants"
"11135","9hF1vOOkT-OMVhYwPCxtcw","JT's Restaurant",0.365162,-79.982409,"Diners, Restaurants"
"11372","OIPE8yU_DRt6ZN59CcMBFA","Rowdy BBQ",0.370574,-79.982416,"Barbeque, Restaurants"
"11494","p3IleNV_nLmMj-dbzdx9DQ","Bai Ling Chinese Restaurant",0.3850883,-79.9784211,"Chinese, Restaurants"
"12399","k_x1hMotsNW3k-IiIVzfGg","Caribou Coffee",0.366264611,-79.9818626,"Food, Coffee & Tea, Cafes, Internet Cafes, Restaurants"
"12454","2Bl_6x4SN6TSuHBafIFgqw","Sam's Sun Sandwich",0.3849232,-79.9785303,"Sandwiches, Restaurants"
"11875","nA4oBEtQ9e85aBnfzB63wA","Pazzo Ristorante",0.3560807,-80.0503427,"Restaurants, Italian"
"12417","1gyztgqbLEGnBY9wJCQKRw","Luma Restaurant",0.37745,-80.040797,"American (New), Restaurants"
"12473","B2eenzL3ndV2fKkHu0wVJA","Molly Brannigans",0.380923,-80.044674,"Irish, Restaurants"
"12482","PCESBlDd51uP3GoI3w0bww","Lucky Chinese Express",0.3518929,-80.050278,"Chinese, Restaurants"
"12487","rwvAcA9n0Zs8QBtZXs_TDQ","Aladdin's Eatery",0.3820131,-80.0443475,"Vegetarian, Middle Eastern, Vegan, Restaurants"
"10841","kzYe-kI6mHvkYlBi-5Jigg","Panera Bread",0.4559349,-79.937173,"Soup, Sandwiches, Salad, Restaurants"
"11933","EpaXijMLlEXvQfM9gXDYiA","Avenue B",0.456856,-79.936432,"American (New), Restaurants"
"12010","a7lkm_8HM9izrfJWhAK8iA","S Aiken Bar & Grille",0.450502,-79.935149,"Nightlife, Bars, Pizza, Sports Bars, Restaurants"
"12422","yaSUQERuoc4hUonx4kaS4w","Pizza Palermo",0.4563849,-79.9366602,"Pizza, Restaurants"
"10492","wQ3klyJeDhIQUIZS2X5r7Q","Nicky's Thai Kitchen",0.452258,-80.016282,"Thai, Restaurants"
"11570","FZMQgCGGYDEXcQhZslAHxw","The Rivers Casino",0.447265483,-80.02110958,"Arts & Entertainment, Bars, Casinos, Nightlife, Steakhouses, Sports Bars, Restaurants"
"11702","dq3vHsNbaB2V156y-zzSYg","Andrews Steakhouse",0.446786,-80.022094,"Steakhouses, Restaurants"
"11952","BaoMhBMUDnMDud6F2ZgxrA","Cassis",0.4520122,-80.0167006,"American (New), Restaurants"
"11555","NJcLaATrb0Y6Cq3sDHhASw","Cocina Mendoza",0.368716,-80.034629,"Mexican, Restaurants"
"12446","ov7YsASN1XDdJL0ntXk6tA","Pittsburgh Sports Bar & Grill",0.3651205,-80.0187077,"Sandwiches, Bars, Restaurants, Sports Bars, Nightlife"
"12466","kV1Ev0RA3L1gRbU8GLeN2Q","Carbonara's Restaurant",0.367905,-80.0366279,"Italian, Pizza, Restaurants"
"12479","e5HRYpEIkyrKNR6yA2rnqQ","Trolley Barn Eatery",0.3681996,-80.0128138,"Breakfast & Brunch, Diners, Restaurants"
"12469","jPFmnprx_NbQRDMiQd-YAA","Silk Road Gourmet Chinese",0.357482,-80.002086,"Steakhouses, Sushi Bars, Chinese, Restaurants"
"11121","fI4vZhMLxuyoY6Q7BzVcLQ","Jimmy Wans",0.4888658,-79.8746294,"Asian Fusion, Chinese, Restaurants"
"11826","IQnq2pP-beGuCQcoAu3Z6g","Freeport Pizza Kitchen and Bar",0.4883711,-79.8807679,"Bars, Pizza, Nightlife, Restaurants"
"12395","_wmXYLUf4VThpcO9pDxHGg","Beer Nutz Bottle Shop",0.48998,-79.873971,"Bars, American (Traditional), Nightlife, Restaurants"
"12405","oVJWBjyNIOHOcc3lmiaeCw","Walnut Grill",0.487069266,-79.8888003,"American (New), Restaurants"
"12503","kwzqUgmdq9ZopW7dN95gsQ","Chili's Grill & Bar",0.48692364,-79.89160173,"American (Traditional), Tex-Mex, Restaurants"
"11799","l10ijcw6AvGgYU6DUNw3Sw","Pizza Parma",0.3525478,-80.0520236,"Pizza, Restaurants"
"12477","dT_epUexjLh7s7fTCy_cNw","Stone Pepper's Grill Bar",0.352496,-80.051104,"Bars, American (New), Nightlife, Restaurants"
"12478","KN7GkO-D-zksylS0eSRbkA","Wild Rosemary",0.361915,-80.093232,"American (New), Mediterranean, Restaurants"
"12392","oZLeVF5nZe-6nBTgnoOl2w","Taco Bell",0.391243,-80.060459,"Fast Food, Mexican, Tex-Mex, Restaurants"
"12410","B9khZEGKIT4E3r6ssUfi0Q","Folino Brothers Pizzeria",0.3688638,-80.0849014,"Restaurants, Pizza, Italian"
"11921","TFvvI_MxoTg-rNHpvh3QeA","Schenley Park Cafe",0.4383304,-79.9464765,"Food, Coffee & Tea, Sandwiches, Restaurants"
"12594","D_f7PL14YDjmfMIeTQ8ApA","Istanbul",0.4701982,-79.9605128,"Restaurants, Middle Eastern, Turkish"
"13182","HHYSvEjbhYAFghUsC66QEw","Salem's Market & Grill",0.4584048,-79.9736987,"Delis, Indian, Mediterranean, Restaurants"
"13771","NjWAVjMxUwOqnpOOQL71QA","La Gourmandine Bakery & Pastry Shop",0.47313,-79.958894,"Bakeries, Food, French, Restaurants"
"14163","V053Fm3xoCyxoh1lAgDKJg","Pastitsio",0.4666119,-79.9642428,"Food, Greek, Street Vendors, Mediterranean, Restaurants"
"14421","KH3FJXHMyObXSLnEkyvmyQ","Thai Suan Thip",0.491203308,-80.04747772,"Thai, Restaurants"
"14182","XxhYW_KQwQk7As-2sVelhQ","Lesvos Gyros",0.4286785,-79.9832088,"Greek, Restaurants"
"14417","WjUbSGtEShwpXZQFiEtD-w","Lin's Asian Fusion",0.428274,-79.976821,"Asian Fusion, Restaurants"
"13203","8lTyozmJa3DhTVV8srdXIw","Sojourn Catering & Deli",0.4275381,-80.0549619,"Diners, Restaurants"
"14252","4QCmB6snreW09yWXXpZE2A","Primanti Brothers",0.444838,-80.0996413,"Sandwiches, Restaurants"
"13421","bUmnZJ1DjtDP2_qb2M62mg","E2",0.475437,-79.919706,"Restaurants, Italian"
"13266","WjLtEWGvPSIfwMZXUMHX8g","Rivertowne",0.4459749,-80.0108508,"Pubs, Bars, American (New), Nightlife, Restaurants"
"13320","8MQoAj0bqEmGgJkRi14HtA","Mi Ranchito",0.438522,-79.954807,"Bars, Mexican, Nightlife, Restaurants"
"13380","RtKC65-4gqzEkRfK2D5pRA","Moonlite Express",0.4379259,-79.9556424,"Food, Ethnic Food, Restaurants, Food Stands, Specialty Food"
"13493","AKxafA8O3AeJl7iQs--XFg","Shiraz Kabob and Hookah",0.4528463,-79.9493314,"Persian/Iranian, Mediterranean, Restaurants"
"13504","X4XG6aBH3WsIWIiA0BtHnA","Chick-Fil-A",0.444245,-79.9531074,"Fast Food, American (Traditional), Restaurants"
"13586","IsRmA4DqEE_xjw8y6KuObA","Moonlight Truck Food",0.442195025,-79.93857265,"Food, Food Stands, Food Trucks, Restaurants"
"13141","l7a1PV54bpZlYtI7vrVtHw","Vocelli Pizza of Dormont",0.3922485,-80.0382334,"Pizza, Restaurants"
"13384","AqLxXwn-3EtupCOAVe8vGw","Molly's Pizza",0.3970206,-80.0359036,"Pizza, Restaurants"
"14302","PrIU_mB8vhcIfQj5T1XBfg","The Mintt",0.40105,-80.0424097,"Indian, Restaurants"
"13741","6mRBnYezWvuf5cfkmcLAiA","Sababa Middle Eastern Grill",0.4331248,-79.9229243,"Middle Eastern, Restaurants"
"13966","XanrfoWIqH30w2caNLef1A","Curry Away",0.430348,-79.884114,"Thai, Restaurants"
"13208","rVn047LHt3nVVIJhb8_7kA","Hot Franks",0.456194,-79.977166,"Sandwiches, Restaurants"
"13213","UYMGp9dk8ljgvum5xOSz0g","Big Mama's House of Southern Cuisine",0.4436243,-79.9958423,"Soul Food, Southern, Barbeque, Restaurants"
"13443","Rht_xxtVzTJK2IgrrXmppw","Habitat Restaurant",0.441487,-80.0016733,"American (New), Restaurants"
"13673","k8Vih-WEeO5Jmilhbm2xmg","Sharp Edge Bistro Penn",0.443791,-79.997166,"Bars, Restaurants, Pubs, Nightlife, American (New), Belgian"
"14236","8ZKrJs_z1Wfbb9yHKrwinQ","Tavern 245",0.4395533,-80.0017454,"American (New), Restaurants"
"14377","m7lbAuf32td7q6w4YxImlw","Genoa Pizza & Bar",0.4388711,-80.0038533,"Food, Food Delivery Services, Italian, Pizza, Restaurants"
"14386","3ob9ayBETS6z3cn6Hugz7g","Elements Contemporary Cuisine",0.4407744,-80.0041429,"American (New), Restaurants"
"12578","R924yJNNRIbkQ2ju1M5NWg","Jeet",0.4655875,-79.9542799,"Food, Coffee & Tea, Creperies, Restaurants"
"13336","MDcUrIxoRp6rlPAmyzpWQg","WG Grinders",0.4610792,-79.9479205,"Sandwiches, Restaurants"
"14251","QKwiZHue-zk1SGzMzQrpjA","Fazio's Pizza",0.4652879,-79.9568469,"Pizza, Restaurants"
"13191","0O5yuql5sNG1L_bpHb553g","Vinny's",0.394962,-80.022204,"Pizza, Restaurants"
"13406","O3PnM1fH8vqDpk-kzYqh5A","Cannon Coffee",0.3934598,-80.0201357,"Food, Coffee & Tea, Sandwiches, Restaurants"
"12895","lQskL6S-pi7Bs56yrsuOvA","A'Pizza Badamo",0.3811637,-80.0445505,"Pizza, Sandwiches, Restaurants"
"13233","2bFrNEhlNjFA7aqJyYBXmw","Mitchell's Fish Market",0.35592,-80.05004,"Seafood, Restaurants"
"13424","FDrGFo1xI0wf8d3jAnc5Hw","Aurelia's Coffee & Cafe",0.454988,-80.022657,"Food, Coffee & Tea, American (New), Restaurants"
"13799","uWFJ9sXRSVznO6fCTKOSiw","Carnegie Caf\u00e9",0.4436567,-79.9511474,"Soup, American (New), Sandwiches, Restaurants"
"14491","YhBJajLay4nmbOqGsn_6aA","Lucky Dragon Chinese Restaurant",0.4783789,-79.9555457,"Chinese, Restaurants"
"14650","XAq59EnXvV_6y7HbDOJdTg","Mauramori Cafe",0.480421,-79.954097,"Breakfast & Brunch, Restaurants"
"14928","XZK4N683_sPkQ2MYyafD3Q","Kaleidoscope Caf\u00e9",0.4724449,-79.9631286,"American (New), Cafes, Restaurants"
"15269","AuQD43d9bgvxbFVZiwC0ig","Los Cabos Mexican Restaurant",0.4656763,-79.9555801,"Mexican, Restaurants"
"15612","HjrK4QKp9MZbeopSbc6Evw","Alchemy N' Ale",0.4796743,-79.9552129,"Gastropubs, Italian, Restaurants"
"16529","4O0GslAIwG_1regXO_UcaQ","Cure",0.482691,-79.95116,"American (New), Mediterranean, Restaurants"
"15462","GKFEFQynFoJpJeZguoh_ug","Acoustic Moose Cafe",0.4959837,-80.0561782,"Cafes, Restaurants"
"15473","HV5lVhWTWb1cK-jLpq2QhA","Eat'n Park Restaurants",0.493926,-80.0646919,"Breakfast & Brunch, American (New), Restaurants"
"16019","Q9V54MxoopwWu8Nwpuq9AA","Ephesus Pizza",0.4971912,-80.0588477,"Turkish, Pizza, Restaurants"
"16303","j4QUDNkxNLRMeOa9oBV9FA","Dari-Villa Restaurant",0.4964924,-80.057495,"Diners, Restaurants"
"14893","BjpdWfjpMtyRL_ZApzarDQ","Sal's New York Pizzeria",0.4286949,-79.9844739,"Pizza, Restaurants"
"14894","tJjC4MA0H_nWZUBpvgtLxw","Pi Coal Fired Pizza",0.429111,-79.981628,"Bars, Pizza, Nightlife, Restaurants"
"14900","Nwo25wdokkG37VMUfmqNVg","Mexico City",0.4282626,-79.9739619,"Mexican, Restaurants"
